#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2026-02-06-12-28-58
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1770380326.096353	CzO7073eEwbYLAD5Aa	172.28.28.139	53419	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1643498103.504165	0
1770380326.509595	CzO7073eEwbYLAD5Aa	172.28.28.139	53419	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.000671	132.163.96.1	1770380173.455177	1643498103.504165	1770380323.842220	1770380323.842328	0
1770380356.138284	CROW69452KvJjehXBa	172.28.28.139	52826	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1080714541.981213	0
1770380356.527471	CROW69452KvJjehXBa	172.28.28.139	52826	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.000702	132.163.96.1	1770380173.455177	1080714541.981213	1770380353.842667	1770380353.844064	0
1770380386.128401	CFDMz3OvwzuEAEsv5	172.28.28.139	34590	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1129081562.369241	0
1770380386.466048	CFDMz3OvwzuEAEsv5	172.28.28.139	34590	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.000732	132.163.96.1	1770380173.455177	-1129081562.369241	1770380383.796060	1770380383.796102	0
1770380416.127608	Cqu1Fh4sFj5lDkFJZh	172.28.28.139	46897	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-599948206.150694	0
1770380416.473327	Cqu1Fh4sFj5lDkFJZh	172.28.28.139	46897	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.000763	132.163.96.1	1770380173.455177	-599948206.150694	1770380413.802297	1770380413.804915	0
1770380446.138011	CGciE74sXmazOQoOv2	172.28.28.139	52417	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	265274691.398139	0
1770380461.388394	CGciE74sXmazOQoOv2	172.28.28.139	52417	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	121526418.676664	0
1770380461.874705	CGciE74sXmazOQoOv2	172.28.28.139	52417	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.000809	132.163.96.1	1770380173.455177	121526418.676664	1770380457.900625	1770380457.904881	0
1770380490.150273	CzAiSn11CejVRaoe2l	172.28.28.139	47742	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-627253182.165241	0
1770380490.513137	CzAiSn11CejVRaoe2l	172.28.28.139	47742	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.000839	132.163.96.1	1770380173.455177	-627253182.165241	1770380487.899929	1770380487.904013	0
1770380520.234258	CQJqBj4HHUBVQZnMdc	172.28.28.139	54693	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	682325656.847992	0
1770380520.567971	CQJqBj4HHUBVQZnMdc	172.28.28.139	54693	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.000870	132.163.96.1	1770380173.455177	682325656.847992	1770380517.899500	1770380517.899746	0
1770380550.224847	CcN7r72dQ7giK9Myyg	172.28.28.139	35886	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-851498.534285	0
1770380550.542799	CcN7r72dQ7giK9Myyg	172.28.28.139	35886	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.000900	132.163.96.1	1770380173.455177	-851498.534285	1770380547.891076	1770380547.891191	0
1770380580.239574	C9shma3s5sBAkOtEPc	172.28.28.139	56487	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1600154105.141883	0
1770380580.586687	C9shma3s5sBAkOtEPc	172.28.28.139	56487	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.000931	132.163.96.1	1770380173.455177	-1600154105.141883	1770380577.894559	1770380577.900541	0
1770380610.220196	C4bvJK3La1pCGqP1v7	172.28.28.139	60652	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	2081315903.266066	0
1770380610.779692	C4bvJK3La1pCGqP1v7	172.28.28.139	60652	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.000961	132.163.96.1	1770380173.455177	2081315903.266066	1770380607.997767	1770380607.999364	0
1770380640.464648	CnlVgj1Iqqu4R90Noc	172.28.28.139	41967	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1973582687.988373	0
1770380655.714473	CnlVgj1Iqqu4R90Noc	172.28.28.139	41967	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1294772871.809319	0
1770380656.130072	CnlVgj1Iqqu4R90Noc	172.28.28.139	41967	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.001007	132.163.96.1	1770380173.455177	-1294772871.809319	1770380652.205721	1770380652.210210	0
1770380684.545078	CybEu62OUuNNp4LUvd	172.28.28.139	48835	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	885410700.575481	0
1770380684.898432	CybEu62OUuNNp4LUvd	172.28.28.139	48835	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.001038	132.163.96.1	1770380173.455177	885410700.575481	1770380682.308106	1770380682.308258	0
1770380714.664122	Cru7Px1E5RISPqXc7	172.28.28.139	32890	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1311761530.408400	0
1770380715.128210	Cru7Px1E5RISPqXc7	172.28.28.139	32890	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.001068	132.163.96.1	1770380173.455177	1311761530.408400	1770380712.330860	1770380712.331145	0
1770380744.782988	C8rJcC2gUIWUNqCBOi	172.28.28.139	34271	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1949779895.195541	0
1770380745.157365	C8rJcC2gUIWUNqCBOi	172.28.28.139	34271	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.001099	132.163.96.1	1770380173.455177	-1949779895.195541	1770380742.513979	1770380742.515171	0
1770380774.912172	CO58hEwz2xwtXO1ag	172.28.28.139	58583	91.189.91.157	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	441584559.073462	0
1770380775.321048	CO58hEwz2xwtXO1ag	172.28.28.139	58583	91.189.91.157	123	4	4	2	1.000000	0.000000	0.042801	0.001129	132.163.96.1	1770380173.455177	441584559.073462	1770380772.592728	1770380772.593172	0
#close	2026-02-06-12-28-58
